Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,cost_of_the_product_per_gram,cost_with_discount
-0.9237993849488977,0.5,-1.0236313687921124,-1.0294237660695575,1,0,1.5197224815930237,-1.2921255866067711,1,1,0,0,0,0,0,0,1,0.7922073360378639,0.5320042352251002
-0.9237993849488977,0.0,0.45365524110198685,0.2839542646692272,1,0,2.3219543953359327,-0.44946824552610015,1,0,1,0,0,0,0,0,1,-1.0093154424535282,-0.5997115399419538
-1.7998874548793105,1.0,-1.1276656370945137,-1.0294237660695575,0,1,-0.7018428180027235,-1.1520903680962677,1,0,0,1,0,0,0,0,1,0.9787996396132416,-1.9191096655977637
-0.04771131501848488,0.5,0.01671131423190117,-0.37273475070016515,2,1,-0.08474134589279368,0.17610393148806994,1,0,0,0,0,1,0,0,1,0.0948946118958921,0.018127453491549872
-0.04771131501848488,1.0,0.848985460651112,-1.0294237660695575,1,0,0.9026210094830941,-0.044650277604907,1,0,0,0,1,0,0,0,1,-19.01411382395996,0.08267334712173557
-0.9237993849488977,0.0,0.30800726547862495,0.2839542646692272,0,1,0.964331156694087,-0.0843982653917311,1,0,0,0,0,1,0,0,1,-3.6494501877381222,0.010986262889439824
-0.04771131501848488,0.0,-0.7947559785268294,-0.37273475070016515,2,0,0.6557804206391221,-1.5703615011145398,1,1,0,0,0,0,0,0,1,0.5060974673428785,-0.27357056862304807
0.828376754911928,0.0,-1.0028245151316322,-0.37273475070016515,1,1,1.0877514511160729,-1.3447152319862614,1,0,1,0,0,0,0,0,1,0.7457523282831958,0.08799930641757281
-1.7998874548793105,0.5,0.4952689484229474,0.2839542646692272,0,1,1.8899833648589817,-0.3057639819891207,1,0,0,1,0,0,0,0,1,-1.6197753090505258,-0.4407811252276242
0.828376754911928,0.75,-0.5658805882615464,-1.0294237660695575,0,0,1.3963021871710377,0.11311865853356404,1,0,0,0,0,1,0,0,1,-5.002539771930207,0.2242597148056843
-0.9237993849488977,0.75,1.1610882655583161,-1.0294237660695575,1,0,1.5197224815930237,-0.5460864312233034,1,0,0,0,1,0,0,0,1,-2.1261987098953,-0.6034436747245078
0.828376754911928,0.5,0.9738265826139937,-1.0294237660695575,0,0,2.9390558674458624,-0.17918192857569626,1,0,0,0,0,1,0,0,1,-5.434848203470452,-1.8883041488924173
-0.9237993849488977,0.0,0.2663935581576644,-0.37273475070016515,0,0,0.5323601262171361,0.09844247842765975,1,1,0,0,0,0,0,0,1,2.706083414523367,0.1245762499134182
-0.04771131501848488,0.25,0.4952689484229474,-0.37273475070016515,1,1,-0.5784225235807375,-0.22810252892871055,1,0,1,0,0,0,0,0,1,-2.171255841612063,0.7817436634209267
-0.04771131501848488,0.25,0.3496209727995855,0.2839542646692272,1,0,0.5323601262171361,-0.717920039963266,1,0,0,1,0,0,0,0,1,-0.48699152180997013,0.16349670759184023
0.828376754911928,0.75,-1.2733136127178757,-0.37273475070016515,1,0,1.8899833648589817,-1.1147884103270944,1,0,0,0,0,1,0,0,1,1.1422020545982066,1.1332279335674011
-0.9237993849488977,1.0,-1.5229958566436388,0.2839542646692272,2,0,3.0007660146568553,-1.319031916800929,1,0,0,0,1,0,0,0,1,1.1546315424553084,3.0471583504357964
-1.7998874548793105,0.75,-0.607494295582507,1.597332295408012,1,0,0.16209924295117825,-0.01774394741074915,1,0,0,0,0,1,0,0,1,34.236705143439025,-0.5090199301714233
0.828376754911928,0.0,0.09993872887382226,0.2839542646692272,0,0,2.6305051313908976,0.16570830391305438,1,1,0,0,0,0,0,0,1,0.603100306465385,-0.1629506102534508
-0.04771131501848488,0.25,1.223508826539757,0.9406432800386195,0,0,1.9516935120699745,-0.7650061178030423,1,0,1,0,0,0,0,0,1,-1.599345153021064,-1.1644054121782346
0.828376754911928,0.0,0.3496209727995855,-1.0294237660695575,0,1,0.10038909574018526,0.1002770009408978,1,0,0,1,0,0,0,0,1,3.486551946299714,0.3145228394884312
0.828376754911928,1.0,-1.4813821493226784,0.2839542646692272,1,1,2.9390558674458624,-1.4486715077364167,1,0,0,0,0,1,0,0,1,1.0225797507658398,2.8724827485737023
-0.9237993849488977,1.0,-1.5229958566436388,-1.0294237660695575,1,1,1.5197224815930237,-1.2150756410507737,1,0,0,0,1,0,0,0,1,1.2534164995082788,0.7915351860707249
-0.9237993849488977,0.0,-0.7531422712058689,-1.0294237660695575,0,1,1.8899833648589817,-1.2707228239523274,1,0,0,0,0,1,0,0,1,0.5926880803662372,0.6702840927453348
-0.9237993849488977,0.0,-1.231699905396915,-1.0294237660695575,0,1,0.964331156694087,-1.4101465349584181,1,1,0,0,0,0,0,0,1,0.8734552579198693,-0.04393331092551045
0.828376754911928,0.0,-0.004095539428579103,-0.37273475070016515,0,0,-0.2698717875257726,-0.4219504078275296,1,0,1,0,0,0,0,0,1,0.009706210380659561,-0.005200809975052028
-0.9237993849488977,0.75,-0.8571765395082702,0.2839542646692272,1,0,1.149461598327066,-1.4609016578246703,1,0,0,1,0,0,0,0,1,0.5867448605573039,0.1281149756433695
0.828376754911928,0.0,-1.0444382224525925,-1.0294237660695575,0,1,1.149461598327066,-1.2584926738640738,1,0,0,0,0,1,0,0,1,0.8299120401279343,0.1561034060816442
0.828376754911928,0.75,-0.4202326126381845,-1.0294237660695575,1,1,-0.2698717875257726,0.07275916324232726,1,0,0,0,1,0,0,0,1,-5.775665825603069,-0.5336415389874769
0.828376754911928,0.5,0.12074558253430252,-0.37273475070016515,0,0,1.6431427760150097,-0.9099333963488471,1,0,0,0,0,1,0,0,1,-0.13269716554947886,-0.07765664914266078
-0.04771131501848488,0.0,-0.5658805882615464,-0.37273475070016515,0,1,1.4580123343820308,-0.9735301768077655,1,1,0,0,0,0,0,0,1,0.5812666127280057,0.25918028921114766
-0.04771131501848488,0.75,-1.4397684420017178,-0.37273475070016515,0,1,0.5323601262171361,-1.161262980662458,1,0,1,0,0,0,0,0,1,1.2398297939200498,-0.6732931324942338
-0.04771131501848488,0.5,-0.9404039541501913,-0.37273475070016515,0,0,1.8899833648589817,-1.4150385949937194,1,0,0,1,0,0,0,0,1,0.664578307247065,0.8369438754412787
-1.7998874548793105,0.0,-0.8363696858477899,-0.37273475070016515,0,1,1.7048529232260028,-1.5324480358409538,1,0,0,0,0,1,0,0,1,0.5457736029455769,0.5895176179674283
-0.04771131501848488,0.5,-0.149743515051941,-0.37273475070016515,2,1,-0.08474134589279368,-0.05810344270198593,1,0,0,0,1,0,0,0,1,2.5771883401122957,-0.1624329820561603
-1.7998874548793105,1.0,0.7449511923487107,0.9406432800386195,0,1,2.0134036592809674,-0.7319847125647576,1,0,0,0,0,1,0,0,1,-1.0177141401471632,-0.7549362643119033
-0.9237993849488977,0.5,0.5784963630648685,-0.37273475070016515,0,0,2.9390558674458624,-0.3290012671568025,1,1,0,0,0,0,0,0,1,-1.75834083577908,-1.1217367670970253
-0.9237993849488977,0.5,-0.35781205165674373,-0.37273475070016515,1,0,0.964331156694087,-0.11069308808147628,1,0,1,0,0,0,0,0,1,3.232469685852238,-0.012762742003511629
0.828376754911928,1.0,-1.4397684420017178,-0.37273475070016515,2,1,1.7048529232260028,-1.3862977422863236,1,0,0,1,0,0,0,0,1,1.0385708625819505,1.0148249951134583
-0.04771131501848488,0.0,-1.2525067590573953,-0.37273475070016515,2,0,0.22380939016217122,-1.0462995698328743,1,0,0,0,0,1,0,0,1,1.1970823607023546,-0.9721839851387621
-0.9237993849488977,0.0,0.22477985083670388,-0.37273475070016515,0,0,3.1241863090788415,-0.5136765334894314,1,0,0,0,1,0,0,0,1,-0.43759026582305144,-0.4774742817041106
-0.9237993849488977,0.5,-0.6491080029034675,-0.37273475070016515,1,1,2.3836645425469256,-1.5141028107085734,1,0,0,0,0,1,0,0,1,0.4287080099928593,0.8981477279009749
0.828376754911928,0.0,-2.1888151737790076,1.597332295408012,1,1,3.0007660146568553,-1.4321608051172745,1,1,0,0,0,0,0,0,1,1.528330593853791,4.379307012062277
-0.9237993849488977,0.0,-0.6907217102244281,-0.37273475070016515,1,1,2.9390558674458624,-1.0725943925226196,1,0,1,0,0,0,0,0,1,0.6439728895094533,1.339347984982918
-0.04771131501848488,1.0,1.0570539972559148,-1.0294237660695575,2,1,2.1985341009139465,-0.3601881498818491,1,0,0,1,0,0,0,0,1,-2.9347273018355975,-1.266915262218611
-0.9237993849488977,0.25,-0.17055036871242127,-0.37273475070016515,0,1,2.1985341009139465,-0.46047538060552834,1,0,0,0,0,1,0,0,1,0.3703789081799473,0.2044104328252839
-0.9237993849488977,0.25,-2.1055877591370864,-0.37273475070016515,1,0,0.10038909574018526,-1.1765506682727749,1,0,0,0,1,0,0,0,1,1.7896277788258592,-1.8942097079957114
-0.9237993849488977,0.5,-1.0860519297735531,-0.37273475070016515,0,0,-0.4550022291587516,-1.0738174075314448,1,0,0,0,0,1,0,0,1,1.0113934847361374,-1.5802079788026837
-0.04771131501848488,0.25,0.4328483874415066,0.2839542646692272,1,0,-0.4550022291587516,-0.6861216497338067,1,1,0,0,0,0,0,0,1,-0.6308624536325853,0.6297953686151632
-0.9237993849488977,1.0,-0.08732295407050018,-0.37273475070016515,1,1,1.5814326288040168,-0.4311230203937198,1,0,1,0,0,0,0,0,1,0.2025476486752045,0.05077241474014334
0.828376754911928,0.0,-0.48265317361962534,0.2839542646692272,2,1,0.03867894852919228,0.1314638836659444,1,0,0,1,0,0,0,0,1,-3.6713746784331174,-0.46398465635974057
0.828376754911928,1.0,0.4120415337810263,-1.0294237660695575,0,0,-0.7018428180027235,-0.8591782734825947,1,0,0,0,0,1,0,0,1,-0.4795762957446031,0.7012299249840662
0.828376754911928,1.0,0.45365524110198685,-0.37273475070016515,1,0,1.2111717455380588,-0.38892900258924495,1,0,0,0,1,0,0,0,1,-1.1664217327117168,-0.09579916913599551
-0.04771131501848488,1.0,0.09993872887382226,-0.37273475070016515,1,0,0.47064997900614314,0.214017396761656,1,0,0,0,0,1,0,0,1,0.46696544480036206,0.05290256822745718
1.7044648248423406,0.0,0.5784963630648685,1.597332295408012,0,0,-0.023031198681800702,-0.7289271750426942,1,1,0,0,0,0,0,0,1,-0.7936271041493071,0.5918198277393146
-0.04771131501848488,0.0,1.1610882655583161,-0.37273475070016515,0,0,0.5940702734281291,0.08621232833940619,1,0,1,0,0,0,0,0,1,13.467775292963552,0.471320242163895
-1.7998874548793105,0.5,-1.0860519297735531,-1.0294237660695575,1,0,1.3963021871710377,-1.1288530829285859,1,0,0,1,0,0,0,0,1,0.9620843900749302,0.4304047551505854
-0.9237993849488977,0.5,-2.022360344495165,-0.37273475070016515,0,0,1.8282732176479888,-1.293960109120009,1,0,0,0,0,1,0,0,1,1.5629232541569797,1.6750669097787054
-0.9237993849488977,0.75,0.2663935581576644,-0.37273475070016515,0,1,0.2855195373731642,0.19872970915133903,1,0,0,0,1,0,0,0,1,1.3404817996024803,0.19033299267329695
-0.9237993849488977,1.0,0.9738265826139937,-1.0294237660695575,1,0,2.6305051313908976,0.04707584805699477,1,0,0,0,0,1,0,0,1,20.686331161469063,-1.5878292400369785
-0.9237993849488977,0.75,-0.6283011492429872,-1.0294237660695575,1,0,2.1985341009139465,-1.0346809272490334,1,1,0,0,0,0,0,0,1,0.6072414526026764,0.753040353011143
-1.7998874548793105,1.0,-1.6270301249460402,-0.37273475070016515,0,1,0.2855195373731642,-1.1465868005565536,1,0,1,0,0,0,0,0,1,1.419020456328539,-1.1624812363792452
-0.04771131501848488,0.75,0.1415524361947828,-0.37273475070016515,2,0,0.7792007150611081,-0.4641444256320044,1,0,0,1,0,0,0,0,1,-0.3049749784284003,0.03125467669316616
0.828376754911928,1.0,-1.0028245151316322,-0.37273475070016515,2,0,1.0877514511160729,-1.3881322647995615,1,0,0,0,0,1,0,0,1,0.7224272070906977,0.08799930641757281
-0.04771131501848488,1.0,-0.2745846370148226,-1.0294237660695575,1,0,1.6431427760150097,-0.5650431638600963,1,0,0,0,1,0,0,0,1,0.48595338299289514,0.17659712570078678
-0.9237993849488977,0.75,-0.2745846370148226,-0.37273475070016515,1,1,-0.023031198681800702,-0.9087103813400217,1,0,0,0,0,1,0,0,1,0.3021695830192991,-0.2809086503448811
-0.04771131501848488,0.0,-0.5242668809405859,-1.0294237660695575,0,1,1.8899833648589817,-0.4427416629775607,1,1,0,0,0,0,0,0,1,1.184137217660397,0.4665888027836258
1.7044648248423406,0.25,1.4107705094840792,-0.37273475070016515,1,0,-0.6401326707917305,-0.4036051826951493,1,0,1,0,0,0,0,0,1,-3.49542218477819,2.3138508035943333
-0.9237993849488977,0.5,0.3912346801205461,-0.37273475070016515,0,1,2.1985341009139465,-0.7919124479972001,1,0,0,1,0,0,0,0,1,-0.49403779560481076,-0.46890810558463414
-0.04771131501848488,0.0,-0.5034600272801056,0.2839542646692272,1,0,2.6922152786018905,0.15042061630273743,1,0,0,0,0,1,0,0,1,-3.3470147886300308,0.8519627503287194
0.828376754911928,0.5,-0.7531422712058689,1.597332295408012,2,0,1.7048529232260028,-1.5587428585306988,1,0,0,0,1,0,0,0,1,0.48317287683729654,0.5308545314645277
0.828376754911928,1.0,1.5772253387679216,-0.37273475070016515,0,0,0.2855195373731642,-0.28803026436115303,1,0,0,0,0,1,0,0,1,-5.4759014378790525,1.1268966897096724
-0.04771131501848488,0.75,-0.7323354175453886,-1.0294237660695575,1,0,-0.3932920819477586,-1.495757585576193,1,1,0,0,0,0,0,0,1,0.48960835940757047,-1.0203571385958956
-0.9237993849488977,0.5,0.18316614351574334,-0.37273475070016515,1,0,0.22380939016217122,-0.15105258337271305,1,0,1,0,0,0,0,0,1,-1.2125985496308398,0.1421718406371281
-0.04771131501848488,0.0,0.05832502155286171,0.2839542646692272,2,0,1.3345920399600448,-0.7894664179795494,1,0,0,1,0,0,0,0,1,-0.07387904060837783,-0.019515087942085584
-1.7998874548793105,0.5,0.5160758020834276,-0.37273475070016515,0,1,2.6922152786018905,-0.9784222368430671,1,0,0,0,0,1,0,0,1,-0.527457147487341,-0.8733113572023016
-0.9237993849488977,0.5,-1.2733136127178757,-1.0294237660695575,1,1,0.2855195373731642,-1.4731318079129239,1,0,0,0,1,0,0,0,1,0.8643582372454893,-0.9097576990837155
-0.04771131501848488,0.0,1.2651225338607175,-1.0294237660695575,1,0,-0.3315819347367656,-0.753998982723614,1,0,0,0,0,1,0,0,1,-1.6778836083979984,1.6846143113173335
-0.9237993849488977,1.0,-1.377347881020277,0.2839542646692272,1,1,-0.5167123763697445,-1.547124215946858,1,1,0,0,0,0,0,0,1,0.8902632812694514,-2.0890405777100964
-0.04771131501848488,0.25,-1.3565410273597966,-1.0294237660695575,1,1,0.47064997900614314,-1.233420866183154,1,0,1,0,0,0,0,0,1,1.0998200732225656,-0.7180850213119365
0.828376754911928,0.5,-1.3981547346807572,-1.0294237660695575,1,1,2.8156355730238762,-1.0988892152123646,1,0,0,1,0,0,0,0,1,1.2723345677849414,2.538539472878142
0.828376754911928,1.0,0.3496209727995855,0.2839542646692272,0,1,2.4453746897579185,-0.6176328092395867,1,0,0,0,0,1,0,0,1,-0.5660660631517125,-0.5053333050930625
-1.7998874548793105,0.0,0.05832502155286171,-0.37273475070016515,0,1,0.964331156694087,-0.5515899987630175,1,0,0,0,1,0,0,0,1,-0.10573980979288966,0.002080386054583022
0.828376754911928,0.0,-1.377347881020277,0.2839542646692272,0,1,1.4580123343820308,-1.208349058502234,1,0,0,0,0,1,0,0,1,1.1398592743784808,0.6308423182422409
-0.9237993849488977,0.5,0.16235928985526307,-0.37273475070016515,0,1,-0.6401326707917305,-0.8432790783678651,1,1,0,0,0,0,0,0,1,-0.1925332834884311,0.26629077569816134
-0.04771131501848488,0.25,-1.377347881020277,-0.37273475070016515,1,1,2.8156355730238762,-1.2511545838111215,1,0,1,0,0,0,0,0,1,1.1008614753460442,2.5007618092094726
-0.9237993849488977,0.0,0.5784963630648685,-0.37273475070016515,0,1,0.22380939016217122,-0.6176328092395867,1,0,0,1,0,0,0,0,1,-0.9366347681190997,0.4490234448362863
-0.04771131501848488,1.0,0.12074558253430252,-0.37273475070016515,2,1,0.7792007150611081,-0.9668035942592261,1,0,0,0,0,1,0,0,1,-0.12489153252147238,0.026660538283103954
-0.04771131501848488,1.0,0.5784963630648685,-0.37273475070016515,2,0,2.5687949841799047,-0.23054855894636125,1,0,0,0,1,0,0,0,1,-2.5092169984001496,-0.9075421927424827
-0.04771131501848488,0.0,-1.4397684420017178,-0.37273475070016515,1,1,2.0751138064919608,-1.457844120302607,1,0,0,0,0,1,0,0,1,0.9876010898221841,1.5479149301474666
-0.9237993849488977,0.0,-1.0860519297735531,-1.0294237660695575,0,1,-0.7018428180027235,-1.4370528651525758,1,1,0,0,0,0,0,1,0,0.75574946204797,-1.8482896766631196
-0.04771131501848488,0.25,0.5993032167253488,-0.37273475070016515,0,0,3.1858964562898344,0.027507607915789056,1,0,1,0,0,0,0,1,0,21.786816889350657,-1.3100147776830386
-0.04771131501848488,0.5,-0.7323354175453886,-1.0294237660695575,0,1,0.7174905678501151,-1.111730872805031,1,0,0,1,0,0,0,1,0,0.6587344432538947,-0.20689166295399652
-0.9237993849488977,0.25,1.0986677045768753,-0.37273475070016515,0,1,1.7048529232260028,-0.4996118608879398,1,0,0,0,0,1,0,1,0,-2.1990424779432938,-0.774399143225013
-0.9237993849488977,1.0,-0.8779833931687505,-1.0294237660695575,2,1,2.2602442481249394,-1.2340323736875667,1,0,0,0,1,0,0,1,0,0.7114751702543576,1.1064735211901349
-0.9237993849488977,0.75,-0.7115285638849084,-0.37273475070016515,2,1,1.3963021871710377,-1.1343566504683,1,0,0,0,0,1,0,1,0,0.627252957516638,0.28198032610225665
-0.04771131501848488,0.0,-1.2525067590573953,0.2839542646692272,2,1,2.8773457202348696,-1.5960448162998724,1,1,0,0,0,0,0,1,0,0.7847566348174952,2.3513882036816476
-0.04771131501848488,0.5,1.1402814118978357,-1.0294237660695575,1,0,1.0877514511160729,-0.7998620455545649,1,0,1,0,0,0,0,1,0,-1.4255975992800727,-0.10006134857471949
-1.7998874548793105,1.0,1.0986677045768753,-0.37273475070016515,0,0,-0.5167123763697445,-0.42011588531429156,1,0,0,1,0,0,0,1,0,-2.615153920578258,1.666362905049485
0.828376754911928,0.0,-1.3565410273597966,-0.37273475070016515,0,1,0.4089398317951502,-1.37406759219807,1,0,0,0,0,1,0,1,0,0.9872447578723281,-0.8017973678080612
-0.04771131501848488,0.25,-0.5658805882615464,-0.37273475070016515,0,0,1.2111717455380588,-0.5460864312233034,1,0,0,0,1,0,0,1,0,1.0362472969597534,0.1194979915892943
-0.9237993849488977,0.5,-0.10812980773098047,-0.37273475070016515,1,0,0.3472296845841572,-0.8970917387561808,1,0,0,0,0,1,0,1,0,0.12053372365339428,-0.07058392869840655
-0.04771131501848488,0.25,-1.0444382224525925,-0.37273475070016515,0,1,3.1241863090788415,-1.1741046382551241,1,1,0,0,0,0,0,1,0,0.8895614482920081,2.218581372812438
-0.9237993849488977,0.5,0.8697923143115923,-1.0294237660695575,1,0,2.1368239537029536,-0.9368397265430048,1,0,1,0,0,0,0,1,0,-0.9284323557895847,-0.9888007376561466
0.828376754911928,1.0,0.24558670449718414,-0.37273475070016515,0,1,-0.20816164031477966,-0.8279913907575481,1,0,0,1,0,0,0,1,0,-0.2966053841121359,0.2967084357448191
-0.9237993849488977,0.5,-0.149743515051941,-1.0294237660695575,0,1,0.7174905678501151,-0.016520932401923795,1,0,0,0,0,1,0,1,0,9.063865852662406,-0.04230395540545159
-0.04771131501848488,1.0,0.2039729971762236,-0.37273475070016515,1,1,1.6431427760150097,-0.07216811530347754,1,0,0,0,1,0,0,1,0,-2.8263589303737136,-0.13118375963601817
-0.9237993849488977,0.5,-1.3149273200388363,0.2839542646692272,0,0,2.8773457202348696,-1.1692125782198226,1,0,0,0,0,1,0,1,0,1.1246263891899544,2.468573176694816
-0.04771131501848488,0.75,-0.2121640760333818,0.2839542646692272,1,1,0.16209924295117825,-0.9625230417283374,1,1,0,0,0,0,0,1,0,0.22042493201244634,-0.1777724399269344
-0.04771131501848488,1.0,0.2872004118181447,0.2839542646692272,1,1,0.47064997900614314,-0.9833142968783685,1,0,1,0,0,0,0,1,0,-0.2920738696975033,0.15202954402537924
-0.9237993849488977,1.0,-0.6491080029034675,-1.0294237660695575,0,0,0.22380939016217122,-1.3881322647995615,1,0,0,1,0,0,0,1,0,0.46761250304717544,-0.5038315366242576
-0.9237993849488977,0.75,-1.377347881020277,-0.37273475070016515,0,1,2.2602442481249394,-1.0817670050888097,1,0,0,0,0,1,0,1,0,1.2732389456703765,1.7357947447228774
0.828376754911928,0.25,0.765758046009191,-0.37273475070016515,0,1,0.22380939016217122,0.15592418384245155,1,0,0,0,1,0,1,0,0,4.911092218914071,0.594374204720098
0.828376754911928,0.75,1.4523842168050398,1.597332295408012,1,0,2.3219543953359327,-0.03180862001224075,1,0,0,0,0,1,1,0,0,-45.66008258912603,-1.9199856991219588
-0.9237993849488977,0.5,-0.8779833931687505,-1.0294237660695575,1,0,-0.7635529652137165,-1.1037812752476661,1,1,0,0,0,0,1,0,0,0.7954324039169344,-1.5483702164311501
-0.9237993849488977,1.0,-1.1068587834340335,-0.37273475070016515,1,0,-0.5784225235807375,-1.0670908249829054,1,0,1,0,0,0,1,0,0,1.0372676416290667,-1.7470908341954523
-0.9237993849488977,0.5,-0.4410394662986648,0.2839542646692272,1,0,2.3219543953359327,-0.872019931075261,1,0,0,1,0,0,1,0,0,0.5057676442725714,0.5830340609901339
-0.9237993849488977,1.0,-1.0028245151316322,-1.0294237660695575,1,1,-0.3932920819477586,-1.1588169506448072,1,0,0,0,0,1,1,0,0,0.8653864741740486,-1.3972274565160032
-0.04771131501848488,0.0,-0.06651610041001992,0.9406432800386195,0,1,2.1368239537029536,-0.7552219977324394,1,0,0,0,1,0,1,0,0,0.08807489798990904,0.0756170962530215
0.828376754911928,0.0,0.5576895094043882,-1.0294237660695575,0,0,-0.20816164031477966,0.13819046621448386,1,0,0,0,0,1,1,0,0,4.035658353875184,0.6737790724683504
-0.04771131501848488,0.75,1.1194745582373555,-0.37273475070016515,2,1,2.8156355730238762,-0.9869833419048445,1,1,0,0,0,0,1,0,0,-1.1342385536890698,-2.032557831030932
0.828376754911928,0.75,-1.2733136127178757,-0.37273475070016515,0,1,2.3219543953359327,-1.216298656059599,1,0,1,0,0,0,1,0,0,1.0468757869411662,1.6832625269734713
0.828376754911928,1.0,-1.0028245151316322,-0.37273475070016515,0,1,1.7048529232260028,-1.3282045293671192,1,0,0,1,0,0,1,0,0,0.7550226587538228,0.7068437909732299
-1.7998874548793105,0.0,-0.10812980773098047,0.2839542646692272,1,0,3.062476161867848,-0.9038183213047203,1,0,0,0,0,1,1,0,0,0.11963666279179656,0.22301515083250095
-1.7998874548793105,0.0,-1.0860519297735531,-0.37273475070016515,1,0,2.3219543953359327,-1.2805069440229302,1,0,0,0,1,0,1,0,0,0.8481421634165734,1.4357111221272203
-1.7998874548793105,0.25,0.7865648996696712,-1.0294237660695575,0,1,2.0134036592809674,0.04462981803934405,1,0,0,0,0,1,1,0,0,17.624201357403333,-0.7971077475872119
-0.9237993849488977,1.0,-0.39942575897770427,-0.37273475070016515,0,1,0.5940702734281291,0.07092464072908923,1,1,0,0,0,0,1,0,0,-5.631692383235191,-0.1621387891275815
